question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
ambig_status_21_54,"As of day 54, what is currently true about status_21 in fast?",v35,v48,54,status_21,fast
ambig_model_18_5,"As of day 5, what is currently true about model_18 in medium?",v1,v23,5,model_18,medium
ambig_model_8_58,"As of day 58, what is currently true about model_8 in medium?",v22,v23,58,model_8,medium
ambig_incident_18_13,"As of day 13, what is currently true about incident_18 in fast?",v6,v32,13,incident_18,fast
ambig_inc_22_44,"As of day 44, what is currently true about inc_22 in fast?",v5,v48,44,inc_22,fast
ambig_docs_5_35,"As of day 35, what is currently true about docs_5 in fast?",v17,v36,35,docs_5,fast
ambig_incident_6_32,"As of day 32, what is currently true about incident_6 in fast?",v17,v38,32,incident_6,fast
ambig_pricing_3_10,"As of day 10, what is currently true about pricing_3 in medium?",v3,v28,10,pricing_3,medium
ambig_spec_12_51,"As of day 51, what is currently true about spec_12 in slow?",v6,v7,51,spec_12,slow
ambig_api5_11,"As of day 11, what is currently true about api5 in medium?",v1,v12,11,api5,medium
ambig_incident_25_2,"As of day 2, what is currently true about incident_25 in fast?",v2,v41,2,incident_25,fast
ambig_sts19_26,"As of day 26, what is currently true about sts19 in fast?",v1,v50,26,sts19,fast
ambig_sts_9_39,"As of day 39, what is currently true about sts_9 in fast?",v1,v50,39,sts_9,fast
ambig_status_19_1,"As of day 1, what is currently true about status_19 in fast?",v1,v42,1,status_19,fast
ambig_sts_10_52,"As of day 52, what is currently true about sts_10 in fast?",v10,v50,52,sts_10,fast
ambig_model_16_34,"As of day 34, what is currently true about model_16 in medium?",v19,v33,34,model_16,medium
ambig_status_26_48,"As of day 48, what is currently true about status_26 in fast?",v38,v48,48,status_26,fast
ambig_model_3_11,"As of day 11, what is currently true about model_3 in medium?",v3,v19,11,model_3,medium
ambig_incident_2_20,"As of day 20, what is currently true about incident_2 in fast?",v12,v39,20,incident_2,fast
ambig_status_9_34,"As of day 34, what is currently true about status_9 in fast?",v23,v42,34,status_9,fast
ambig_sts17_47,"As of day 47, what is currently true about sts17 in fast?",v1,v43,47,sts17,fast
ambig_docs_9_18,"As of day 18, what is currently true about docs_9 in fast?",v12,v36,18,docs_9,fast
ambig_pricing_1_32,"As of day 32, what is currently true about pricing_1 in medium?",v13,v27,32,pricing_1,medium
ambig_hardware_7_38,"As of day 38, what is currently true about hardware_7 in slow?",v6,v13,38,hardware_7,slow
ambig_docs_16_56,"As of day 56, what is currently true about docs_16 in fast?",v37,v36,56,docs_16,fast
ambig_pricing_5_36,"As of day 36, what is currently true about pricing_5 in medium?",v10,v23,36,pricing_5,medium
ambig_api_9_58,"As of day 58, what is currently true about api_9 in medium?",v1,v19,58,api_9,medium
ambig_inc_21_4,"As of day 4, what is currently true about inc_21 in fast?",v1,v48,4,inc_21,fast
ambig_incident_24_23,"As of day 23, what is currently true about incident_24 in fast?",v15,v41,23,incident_24,fast
ambig_pricing_11_14,"As of day 14, what is currently true about pricing_11 in medium?",v6,v24,14,pricing_11,medium
ambig_hardware_10_27,"As of day 27, what is currently true about hardware_10 in slow?",v6,v10,27,hardware_10,slow
ambig_docs_17_12,"As of day 12, what is currently true about docs_17 in fast?",v12,v48,12,docs_17,fast
ambig_model_15_59,"As of day 59, what is currently true about model_15 in medium?",v23,v24,59,model_15,medium
ambig_inc_16_21,"As of day 21, what is currently true about inc_16 in fast?",v3,v46,21,inc_16,fast
ambig_hardware_9_20,"As of day 20, what is currently true about hardware_9 in slow?",v7,v18,20,hardware_9,slow
ambig_api_29_24,"As of day 24, what is currently true about api_29 in medium?",v9,v25,24,api_29,medium
ambig_sts_23_56,"As of day 56, what is currently true about sts_23 in fast?",v8,v47,56,sts_23,fast
ambig_docs_16_58,"As of day 58, what is currently true about docs_16 in fast?",v34,v36,58,docs_16,fast
ambig_spec_21_58,"As of day 58, what is currently true about spec_21 in slow?",v13,v14,58,spec_21,slow
ambig_incident_17_53,"As of day 53, what is currently true about incident_17 in fast?",v34,v39,53,incident_17,fast
ambig_sts_20_29,"As of day 29, what is currently true about sts_20 in fast?",v1,v50,29,sts_20,fast
ambig_api_4_16,"As of day 16, what is currently true about api_4 in medium?",v5,v21,16,api_4,medium
ambig_mdl_13_36,"As of day 36, what is currently true about mdl_13 in medium?",v3,v18,36,mdl_13,medium
ambig_hardware_2_1,"As of day 1, what is currently true about hardware_2 in slow?",v1,v13,1,hardware_2,slow
ambig_docs_14_1,"As of day 1, what is currently true about docs_14 in fast?",v1,v31,1,docs_14,fast
ambig_doc_16_10,"As of day 10, what is currently true about doc_16 in fast?",v8,v51,10,doc_16,fast
ambig_doc_7_59,"As of day 59, what is currently true about doc_7 in fast?",v1,v50,59,doc_7,fast
ambig_doc_3_27,"As of day 27, what is currently true about doc_3 in fast?",v7,v50,27,doc_3,fast
ambig_pricing_6_12,"As of day 12, what is currently true about pricing_6 in medium?",v4,v26,12,pricing_6,medium
ambig_inc_24_23,"As of day 23, what is currently true about inc_24 in fast?",v1,v47,23,inc_24,fast
ambig_sts_2_18,"As of day 18, what is currently true about sts_2 in fast?",v2,v47,18,sts_2,fast
ambig_status_25_27,"As of day 27, what is currently true about status_25 in fast?",v22,v48,27,status_25,fast
ambig_sts_13_33,"As of day 33, what is currently true about sts_13 in fast?",v6,v51,33,sts_13,fast
ambig_doc_11_50,"As of day 50, what is currently true about doc_11 in fast?",v1,v50,50,doc_11,fast
ambig_sts12_17,"As of day 17, what is currently true about sts12 in fast?",v1,v42,17,sts12,fast
ambig_inc_17_9,"As of day 9, what is currently true about inc_17 in fast?",v2,v43,9,inc_17,fast
ambig_incident_13_48,"As of day 48, what is currently true about incident_13 in fast?",v29,v44,48,incident_13,fast
ambig_api_6_31,"As of day 31, what is currently true about api_6 in medium?",v4,v29,31,api_6,medium
ambig_docs_3_51,"As of day 51, what is currently true about docs_3 in fast?",v26,v42,51,docs_3,fast
ambig_status_11_51,"As of day 51, what is currently true about status_11 in fast?",v34,v41,51,status_11,fast
ambig_inc_0_54,"As of day 54, what is currently true about inc_0 in fast?",v1,v45,54,inc_0,fast
ambig_sts_10_10,"As of day 10, what is currently true about sts_10 in fast?",v7,v50,10,sts_10,fast
ambig_inc_15_8,"As of day 8, what is currently true about inc_15 in fast?",v2,v46,8,inc_15,fast
ambig_status_18_42,"As of day 42, what is currently true about status_18 in fast?",v27,v41,42,status_18,fast
ambig_prc_8_20,"As of day 20, what is currently true about prc_8 in medium?",v1,v14,20,prc_8,medium
ambig_incident_18_22,"As of day 22, what is currently true about incident_18 in fast?",v9,v32,22,incident_18,fast
ambig_inc_18_6,"As of day 6, what is currently true about inc_18 in fast?",v1,v48,6,inc_18,fast
ambig_sts_13_47,"As of day 47, what is currently true about sts_13 in fast?",v6,v51,47,sts_13,fast
ambig_inc_6_35,"As of day 35, what is currently true about inc_6 in fast?",v2,v52,35,inc_6,fast
ambig_spec_9_6,"As of day 6, what is currently true about spec_9 in slow?",v2,v14,6,spec_9,slow
ambig_inc_7_44,"As of day 44, what is currently true about inc_7 in fast?",v2,v48,44,inc_7,fast
ambig_hw_11_9,"As of day 9, what is currently true about hw_11 in slow?",v5,v16,9,hw_11,slow
ambig_prc_5_5,"As of day 5, what is currently true about prc_5 in medium?",v3,v17,5,prc_5,medium
ambig_model_11_2,"As of day 2, what is currently true about model_11 in medium?",v2,v31,2,model_11,medium
ambig_incident_7_4,"As of day 4, what is currently true about incident_7 in fast?",v3,v36,4,incident_7,fast
ambig_inc_18_50,"As of day 50, what is currently true about inc_18 in fast?",v1,v48,50,inc_18,fast
ambig_sts14_11,"As of day 11, what is currently true about sts14 in fast?",v1,v43,11,sts14,fast
ambig_docs_2_25,"As of day 25, what is currently true about docs_2 in fast?",v16,v40,25,docs_2,fast
ambig_sts19_35,"As of day 35, what is currently true about sts19 in fast?",v1,v50,35,sts19,fast
ambig_inc_12_20,"As of day 20, what is currently true about inc_12 in fast?",v1,v54,20,inc_12,fast
ambig_hardware_27_25,"As of day 25, what is currently true about hardware_27 in slow?",v7,v17,25,hardware_27,slow
ambig_hardware_16_23,"As of day 23, what is currently true about hardware_16 in slow?",v4,v19,23,hardware_16,slow
ambig_status_13_20,"As of day 20, what is currently true about status_13 in fast?",v7,v50,20,status_13,fast
ambig_incident_3_23,"As of day 23, what is currently true about incident_3 in fast?",v12,v36,23,incident_3,fast
ambig_sts8_12,"As of day 12, what is currently true about sts8 in fast?",v1,v47,12,sts8,fast
ambig_incident_22_43,"As of day 43, what is currently true about incident_22 in fast?",v24,v34,43,incident_22,fast
ambig_api_28_40,"As of day 40, what is currently true about api_28 in medium?",v14,v22,40,api_28,medium
ambig_sts0_16,"As of day 16, what is currently true about sts0 in fast?",v1,v46,16,sts0,fast
ambig_sts_21_35,"As of day 35, what is currently true about sts_21 in fast?",v3,v52,35,sts_21,fast
ambig_incident_8_42,"As of day 42, what is currently true about incident_8 in fast?",v27,v45,42,incident_8,fast
ambig_incident_24_46,"As of day 46, what is currently true about incident_24 in fast?",v29,v41,46,incident_24,fast
ambig_spec_17_29,"As of day 29, what is currently true about spec_17 in slow?",v7,v12,29,spec_17,slow
ambig_incident_2_5,"As of day 5, what is currently true about incident_2 in fast?",v4,v39,5,incident_2,fast
ambig_pricing_5_33,"As of day 33, what is currently true about pricing_5 in medium?",v9,v23,33,pricing_5,medium
ambig_model_8_12,"As of day 12, what is currently true about model_8 in medium?",v5,v23,12,model_8,medium
ambig_model_18_29,"As of day 29, what is currently true about model_18 in medium?",v14,v23,29,model_18,medium
ambig_docs_4_33,"As of day 33, what is currently true about docs_4 in fast?",v18,v49,33,docs_4,fast
ambig_doc_11_31,"As of day 31, what is currently true about doc_11 in fast?",v1,v50,31,doc_11,fast
ambig_hardware_10_37,"As of day 37, what is currently true about hardware_10 in slow?",v7,v10,37,hardware_10,slow
ambig_pricing_17_29,"As of day 29, what is currently true about pricing_17 in medium?",v12,v26,29,pricing_17,medium
ambig_sts7_47,"As of day 47, what is currently true about sts7 in fast?",v1,v44,47,sts7,fast
ambig_inc_13_23,"As of day 23, what is currently true about inc_13 in fast?",v2,v47,23,inc_13,fast
ambig_sts_1_18,"As of day 18, what is currently true about sts_1 in fast?",v2,v52,18,sts_1,fast
ambig_incident_12_44,"As of day 44, what is currently true about incident_12 in fast?",v34,v41,44,incident_12,fast
ambig_incident_0_32,"As of day 32, what is currently true about incident_0 in fast?",v16,v28,32,incident_0,fast
ambig_hardware_6_12,"As of day 12, what is currently true about hardware_6 in slow?",v4,v11,12,hardware_6,slow
ambig_sts_16_1,"As of day 1, what is currently true about sts_16 in fast?",v1,v45,1,sts_16,fast
ambig_status_24_39,"As of day 39, what is currently true about status_24 in fast?",v25,v47,39,status_24,fast
ambig_docs_14_13,"As of day 13, what is currently true about docs_14 in fast?",v8,v31,13,docs_14,fast
ambig_status_9_14,"As of day 14, what is currently true about status_9 in fast?",v6,v42,14,status_9,fast
ambig_sts_15_53,"As of day 53, what is currently true about sts_15 in fast?",v1,v50,53,sts_15,fast
ambig_api_7_35,"As of day 35, what is currently true about api_7 in medium?",v4,v23,35,api_7,medium
ambig_hardware_8_35,"As of day 35, what is currently true about hardware_8 in slow?",v6,v11,35,hardware_8,slow
ambig_sts_17_23,"As of day 23, what is currently true about sts_17 in fast?",v3,v51,23,sts_17,fast
ambig_inc_20_41,"As of day 41, what is currently true about inc_20 in fast?",v3,v50,41,inc_20,fast
ambig_status_23_39,"As of day 39, what is currently true about status_23 in fast?",v28,v43,39,status_23,fast
ambig_status_10_27,"As of day 27, what is currently true about status_10 in fast?",v23,v37,27,status_10,fast
ambig_incident_6_6,"As of day 6, what is currently true about incident_6 in fast?",v3,v38,6,incident_6,fast
ambig_spec_4_36,"As of day 36, what is currently true about spec_4 in slow?",v4,v18,36,spec_4,slow
ambig_api_15_52,"As of day 52, what is currently true about api_15 in medium?",v27,v29,52,api_15,medium
ambig_api_19_33,"As of day 33, what is currently true about api_19 in medium?",v15,v30,33,api_19,medium
ambig_sts_2_34,"As of day 34, what is currently true about sts_2 in fast?",v2,v47,34,sts_2,fast
ambig_sts18_10,"As of day 10, what is currently true about sts18 in fast?",v1,v47,10,sts18,fast
ambig_sts_2_23,"As of day 23, what is currently true about sts_2 in fast?",v2,v47,23,sts_2,fast
ambig_docs_19_22,"As of day 22, what is currently true about docs_19 in fast?",v16,v37,22,docs_19,fast
ambig_api_2_29,"As of day 29, what is currently true about api_2 in medium?",v1,v12,29,api_2,medium
ambig_hardware_3_33,"As of day 33, what is currently true about hardware_3 in slow?",v6,v13,33,hardware_3,slow
ambig_status_21_4,"As of day 4, what is currently true about status_21 in fast?",v4,v48,4,status_21,fast
ambig_inc_8_34,"As of day 34, what is currently true about inc_8 in fast?",v1,v46,34,inc_8,fast
ambig_spec_23_26,"As of day 26, what is currently true about spec_23 in slow?",v8,v17,26,spec_23,slow
ambig_model_18_50,"As of day 50, what is currently true about model_18 in medium?",v21,v23,50,model_18,medium
ambig_sts19_55,"As of day 55, what is currently true about sts19 in fast?",v1,v50,55,sts19,fast
ambig_incident_7_35,"As of day 35, what is currently true about incident_7 in fast?",v22,v36,35,incident_7,fast
ambig_status_13_44,"As of day 44, what is currently true about status_13 in fast?",v19,v50,44,status_13,fast
ambig_model_3_40,"As of day 40, what is currently true about model_3 in medium?",v16,v19,40,model_3,medium
ambig_inc_11_16,"As of day 16, what is currently true about inc_11 in fast?",v3,v41,16,inc_11,fast
ambig_inc_0_23,"As of day 23, what is currently true about inc_0 in fast?",v1,v45,23,inc_0,fast
ambig_status_8_1,"As of day 1, what is currently true about status_8 in fast?",v1,v41,1,status_8,fast
ambig_hardware_17_30,"As of day 30, what is currently true about hardware_17 in slow?",v9,v14,30,hardware_17,slow
ambig_docs_1_10,"As of day 10, what is currently true about docs_1 in fast?",v6,v40,10,docs_1,fast
ambig_incident_18_42,"As of day 42, what is currently true about incident_18 in fast?",v21,v32,42,incident_18,fast
ambig_status_7_31,"As of day 31, what is currently true about status_7 in fast?",v16,v40,31,status_7,fast
ambig_pricing_10_3,"As of day 3, what is currently true about pricing_10 in medium?",v2,v24,3,pricing_10,medium
ambig_inc_21_30,"As of day 30, what is currently true about inc_21 in fast?",v1,v48,30,inc_21,fast
ambig_model_18_27,"As of day 27, what is currently true about model_18 in medium?",v9,v23,27,model_18,medium
ambig_status_16_58,"As of day 58, what is currently true about status_16 in fast?",v32,v34,58,status_16,fast
ambig_sts_1_34,"As of day 34, what is currently true about sts_1 in fast?",v2,v52,34,sts_1,fast
ambig_api_9_8,"As of day 8, what is currently true about api_9 in medium?",v1,v19,8,api_9,medium
ambig_sts16_27,"As of day 27, what is currently true about sts16 in fast?",v1,v47,27,sts16,fast
ambig_hardware_12_13,"As of day 13, what is currently true about hardware_12 in slow?",v5,v15,13,hardware_12,slow
ambig_docs_16_53,"As of day 53, what is currently true about docs_16 in fast?",v30,v36,53,docs_16,fast
ambig_sts_17_51,"As of day 51, what is currently true about sts_17 in fast?",v3,v51,51,sts_17,fast
ambig_sts_5_59,"As of day 59, what is currently true about sts_5 in fast?",v5,v45,59,sts_5,fast
ambig_hw_2_11,"As of day 11, what is currently true about hw_2 in slow?",v1,v8,11,hw_2,slow
ambig_mdl_10_6,"As of day 6, what is currently true about mdl_10 in medium?",v1,v20,6,mdl_10,medium
ambig_status_21_12,"As of day 12, what is currently true about status_21 in fast?",v7,v48,12,status_21,fast
ambig_incident_26_9,"As of day 9, what is currently true about incident_26 in fast?",v8,v47,9,incident_26,fast
ambig_sts16_28,"As of day 28, what is currently true about sts16 in fast?",v1,v47,28,sts16,fast
ambig_prc_1_1,"As of day 1, what is currently true about prc_1 in medium?",v1,v26,1,prc_1,medium
ambig_sts18_28,"As of day 28, what is currently true about sts18 in fast?",v1,v47,28,sts18,fast
ambig_status_0_44,"As of day 44, what is currently true about status_0 in fast?",v30,v39,44,status_0,fast
ambig_hardware_28_52,"As of day 52, what is currently true about hardware_28 in slow?",v13,v14,52,hardware_28,slow
ambig_api9_45,"As of day 45, what is currently true about api9 in medium?",v1,v14,45,api9,medium
ambig_spec_19_30,"As of day 30, what is currently true about spec_19 in slow?",v6,v15,30,spec_19,slow
ambig_inc_1_28,"As of day 28, what is currently true about inc_1 in fast?",v1,v50,28,inc_1,fast
ambig_sts_15_38,"As of day 38, what is currently true about sts_15 in fast?",v1,v50,38,sts_15,fast
ambig_model_28_41,"As of day 41, what is currently true about model_28 in medium?",v24,v32,41,model_28,medium
ambig_doc_1_30,"As of day 30, what is currently true about doc_1 in fast?",v2,v50,30,doc_1,fast
ambig_api_15_10,"As of day 10, what is currently true about api_15 in medium?",v6,v29,10,api_15,medium
ambig_status_20_55,"As of day 55, what is currently true about status_20 in fast?",v33,v37,55,status_20,fast
ambig_model_24_25,"As of day 25, what is currently true about model_24 in medium?",v10,v27,25,model_24,medium
ambig_inc_15_41,"As of day 41, what is currently true about inc_15 in fast?",v2,v46,41,inc_15,fast
ambig_sts_6_16,"As of day 16, what is currently true about sts_6 in fast?",v1,v43,16,sts_6,fast
ambig_api_7_54,"As of day 54, what is currently true about api_7 in medium?",v4,v23,54,api_7,medium
ambig_api_9_32,"As of day 32, what is currently true about api_9 in medium?",v1,v19,32,api_9,medium
ambig_status_22_59,"As of day 59, what is currently true about status_22 in fast?",v37,v38,59,status_22,fast
ambig_incident_0_53,"As of day 53, what is currently true about incident_0 in fast?",v24,v28,53,incident_0,fast
ambig_api_1_51,"As of day 51, what is currently true about api_1 in medium?",v1,v17,51,api_1,medium
ambig_docs_3_31,"As of day 31, what is currently true about docs_3 in fast?",v22,v42,31,docs_3,fast
ambig_status_28_16,"As of day 16, what is currently true about status_28 in fast?",v13,v47,16,status_28,fast
ambig_status_11_16,"As of day 16, what is currently true about status_11 in fast?",v12,v41,16,status_11,fast
ambig_api_20_10,"As of day 10, what is currently true about api_20 in medium?",v6,v20,10,api_20,medium
ambig_api_26_1,"As of day 1, what is currently true about api_26 in medium?",v1,v23,1,api_26,medium
ambig_hw_11_40,"As of day 40, what is currently true about hw_11 in slow?",v5,v16,40,hw_11,slow
ambig_api_25_13,"As of day 13, what is currently true about api_25 in medium?",v6,v25,13,api_25,medium
ambig_inc_18_36,"As of day 36, what is currently true about inc_18 in fast?",v1,v48,36,inc_18,fast
ambig_hw_12_45,"As of day 45, what is currently true about hw_12 in slow?",v2,v12,45,hw_12,slow
ambig_pricing_14_2,"As of day 2, what is currently true about pricing_14 in medium?",v2,v23,2,pricing_14,medium
ambig_docs_9_48,"As of day 48, what is currently true about docs_9 in fast?",v31,v36,48,docs_9,fast
ambig_pricing_13_31,"As of day 31, what is currently true about pricing_13 in medium?",v12,v20,31,pricing_13,medium
ambig_sts16_3,"As of day 3, what is currently true about sts16 in fast?",v1,v47,3,sts16,fast
ambig_status_0_29,"As of day 29, what is currently true about status_0 in fast?",v20,v39,29,status_0,fast
ambig_inc_8_49,"As of day 49, what is currently true about inc_8 in fast?",v1,v46,49,inc_8,fast
ambig_doc_8_52,"As of day 52, what is currently true about doc_8 in fast?",v7,v50,52,doc_8,fast
ambig_inc_13_6,"As of day 6, what is currently true about inc_13 in fast?",v2,v47,6,inc_13,fast
ambig_spec_13_18,"As of day 18, what is currently true about spec_13 in slow?",v6,v13,18,spec_13,slow
ambig_docs_2_29,"As of day 29, what is currently true about docs_2 in fast?",v20,v40,29,docs_2,fast
ambig_spec_2_44,"As of day 44, what is currently true about spec_2 in slow?",v1,v11,44,spec_2,slow
ambig_hw6_29,"As of day 29, what is currently true about hw6 in slow?",v1,v11,29,hw6,slow
ambig_inc_16_33,"As of day 33, what is currently true about inc_16 in fast?",v3,v46,33,inc_16,fast
ambig_spec_16_5,"As of day 5, what is currently true about spec_16 in slow?",v4,v18,5,spec_16,slow
ambig_pricing_4_53,"As of day 53, what is currently true about pricing_4 in medium?",v25,v28,53,pricing_4,medium
ambig_inc_9_38,"As of day 38, what is currently true about inc_9 in fast?",v3,v45,38,inc_9,fast
ambig_incident_15_11,"As of day 11, what is currently true about incident_15 in fast?",v9,v38,11,incident_15,fast
ambig_sts10_36,"As of day 36, what is currently true about sts10 in fast?",v1,v46,36,sts10,fast
ambig_api_5_58,"As of day 58, what is currently true about api_5 in medium?",v3,v15,58,api_5,medium
ambig_docs_11_9,"As of day 9, what is currently true about docs_11 in fast?",v5,v36,9,docs_11,fast
ambig_sts_20_12,"As of day 12, what is currently true about sts_20 in fast?",v1,v50,12,sts_20,fast
ambig_status_26_25,"As of day 25, what is currently true about status_26 in fast?",v18,v48,25,status_26,fast
ambig_sts_15_16,"As of day 16, what is currently true about sts_15 in fast?",v1,v50,16,sts_15,fast
ambig_sts_19_20,"As of day 20, what is currently true about sts_19 in fast?",v1,v48,20,sts_19,fast
ambig_incident_12_34,"As of day 34, what is currently true about incident_12 in fast?",v20,v41,34,incident_12,fast
ambig_sts_7_57,"As of day 57, what is currently true about sts_7 in fast?",v2,v51,57,sts_7,fast
ambig_pricing_3_14,"As of day 14, what is currently true about pricing_3 in medium?",v4,v28,14,pricing_3,medium
ambig_spec_5_26,"As of day 26, what is currently true about spec_5 in slow?",v1,v13,26,spec_5,slow
ambig_status_1_45,"As of day 45, what is currently true about status_1 in fast?",v29,v39,45,status_1,fast
ambig_doc_0_16,"As of day 16, what is currently true about doc_0 in fast?",v3,v49,16,doc_0,fast
ambig_incident_6_9,"As of day 9, what is currently true about incident_6 in fast?",v5,v38,9,incident_6,fast
ambig_inc_0_57,"As of day 57, what is currently true about inc_0 in fast?",v1,v45,57,inc_0,fast
ambig_sts_16_49,"As of day 49, what is currently true about sts_16 in fast?",v1,v45,49,sts_16,fast
ambig_incident_25_3,"As of day 3, what is currently true about incident_25 in fast?",v3,v41,3,incident_25,fast
ambig_docs_18_42,"As of day 42, what is currently true about docs_18 in fast?",v22,v33,42,docs_18,fast
ambig_incident_28_52,"As of day 52, what is currently true about incident_28 in fast?",v38,v45,52,incident_28,fast
ambig_mdl_5_8,"As of day 8, what is currently true about mdl_5 in medium?",v1,v24,8,mdl_5,medium
ambig_hardware_4_51,"As of day 51, what is currently true about hardware_4 in slow?",v12,v14,51,hardware_4,slow
ambig_docs_0_23,"As of day 23, what is currently true about docs_0 in fast?",v16,v41,23,docs_0,fast
ambig_sts_22_8,"As of day 8, what is currently true about sts_22 in fast?",v2,v48,8,sts_22,fast
ambig_api_1_49,"As of day 49, what is currently true about api_1 in medium?",v1,v17,49,api_1,medium
ambig_spec_20_9,"As of day 9, what is currently true about spec_20 in slow?",v5,v15,9,spec_20,slow
ambig_incident_26_4,"As of day 4, what is currently true about incident_26 in fast?",v4,v47,4,incident_26,fast
ambig_pricing_2_26,"As of day 26, what is currently true about pricing_2 in medium?",v9,v29,26,pricing_2,medium
ambig_incident_21_56,"As of day 56, what is currently true about incident_21 in fast?",v36,v39,56,incident_21,fast
ambig_doc_0_9,"As of day 9, what is currently true about doc_0 in fast?",v3,v49,9,doc_0,fast
ambig_sts_6_5,"As of day 5, what is currently true about sts_6 in fast?",v1,v43,5,sts_6,fast
ambig_docs_7_3,"As of day 3, what is currently true about docs_7 in fast?",v2,v40,3,docs_7,fast
ambig_model_13_27,"As of day 27, what is currently true about model_13 in medium?",v13,v28,27,model_13,medium
ambig_sts_1_47,"As of day 47, what is currently true about sts_1 in fast?",v2,v52,47,sts_1,fast
ambig_sts_9_33,"As of day 33, what is currently true about sts_9 in fast?",v1,v50,33,sts_9,fast
ambig_api_8_21,"As of day 21, what is currently true about api_8 in medium?",v3,v27,21,api_8,medium
ambig_docs_19_54,"As of day 54, what is currently true about docs_19 in fast?",v33,v37,54,docs_19,fast
ambig_status_6_6,"As of day 6, what is currently true about status_6 in fast?",v4,v39,6,status_6,fast
ambig_sts_18_35,"As of day 35, what is currently true about sts_18 in fast?",v2,v48,35,sts_18,fast
ambig_api_19_38,"As of day 38, what is currently true about api_19 in medium?",v16,v30,38,api_19,medium
ambig_status_2_6,"As of day 6, what is currently true about status_2 in fast?",v4,v38,6,status_2,fast
ambig_inc_23_26,"As of day 26, what is currently true about inc_23 in fast?",v1,v41,26,inc_23,fast
ambig_model_20_12,"As of day 12, what is currently true about model_20 in medium?",v5,v28,12,model_20,medium
ambig_sts_17_49,"As of day 49, what is currently true about sts_17 in fast?",v3,v51,49,sts_17,fast
ambig_incident_2_34,"As of day 34, what is currently true about incident_2 in fast?",v23,v39,34,incident_2,fast
ambig_docs_0_32,"As of day 32, what is currently true about docs_0 in fast?",v23,v41,32,docs_0,fast
ambig_model_24_29,"As of day 29, what is currently true about model_24 in medium?",v13,v27,29,model_24,medium
ambig_doc_8_54,"As of day 54, what is currently true about doc_8 in fast?",v7,v50,54,doc_8,fast
ambig_inc_9_47,"As of day 47, what is currently true about inc_9 in fast?",v3,v45,47,inc_9,fast
ambig_model_20_56,"As of day 56, what is currently true about model_20 in medium?",v25,v28,56,model_20,medium
ambig_sts_7_13,"As of day 13, what is currently true about sts_7 in fast?",v2,v51,13,sts_7,fast
ambig_status_14_59,"As of day 59, what is currently true about status_14 in fast?",v43,v40,59,status_14,fast
ambig_pricing_3_20,"As of day 20, what is currently true about pricing_3 in medium?",v10,v28,20,pricing_3,medium
ambig_docs_16_9,"As of day 9, what is currently true about docs_16 in fast?",v5,v36,9,docs_16,fast
ambig_sts_13_36,"As of day 36, what is currently true about sts_13 in fast?",v6,v51,36,sts_13,fast
ambig_model_24_51,"As of day 51, what is currently true about model_24 in medium?",v24,v27,51,model_24,medium
ambig_api_11_11,"As of day 11, what is currently true about api_11 in medium?",v2,v20,11,api_11,medium
ambig_pricing_9_32,"As of day 32, what is currently true about pricing_9 in medium?",v13,v25,32,pricing_9,medium
ambig_doc_4_38,"As of day 38, what is currently true about doc_4 in fast?",v12,v48,38,doc_4,fast
ambig_api_17_30,"As of day 30, what is currently true about api_17 in medium?",v12,v26,30,api_17,medium
ambig_sts19_28,"As of day 28, what is currently true about sts19 in fast?",v1,v50,28,sts19,fast
ambig_status_8_47,"As of day 47, what is currently true about status_8 in fast?",v31,v41,47,status_8,fast
ambig_sts_8_37,"As of day 37, what is currently true about sts_8 in fast?",v2,v49,37,sts_8,fast
ambig_pricing_19_20,"As of day 20, what is currently true about pricing_19 in medium?",v8,v22,20,pricing_19,medium
ambig_pricing_9_27,"As of day 27, what is currently true about pricing_9 in medium?",v12,v25,27,pricing_9,medium
ambig_status_7_25,"As of day 25, what is currently true about status_7 in fast?",v15,v40,25,status_7,fast
ambig_sts_24_46,"As of day 46, what is currently true about sts_24 in fast?",v2,v47,46,sts_24,fast
ambig_incident_16_5,"As of day 5, what is currently true about incident_16 in fast?",v4,v35,5,incident_16,fast
ambig_mdl_14_53,"As of day 53, what is currently true about mdl_14 in medium?",v4,v21,53,mdl_14,medium
ambig_hardware_4_21,"As of day 21, what is currently true about hardware_4 in slow?",v5,v14,21,hardware_4,slow
ambig_docs_17_33,"As of day 33, what is currently true about docs_17 in fast?",v25,v48,33,docs_17,fast
ambig_status_1_15,"As of day 15, what is currently true about status_1 in fast?",v9,v39,15,status_1,fast
ambig_doc_18_45,"As of day 45, what is currently true about doc_18 in fast?",v1,v49,45,doc_18,fast
ambig_sts_3_39,"As of day 39, what is currently true about sts_3 in fast?",v2,v50,39,sts_3,fast
ambig_incident_6_34,"As of day 34, what is currently true about incident_6 in fast?",v18,v38,34,incident_6,fast
ambig_status_11_18,"As of day 18, what is currently true about status_11 in fast?",v13,v41,18,status_11,fast
ambig_mdl_14_30,"As of day 30, what is currently true about mdl_14 in medium?",v4,v21,30,mdl_14,medium
ambig_spec_10_40,"As of day 40, what is currently true about spec_10 in slow?",v6,v18,40,spec_10,slow
ambig_hardware_17_49,"As of day 49, what is currently true about hardware_17 in slow?",v13,v14,49,hardware_17,slow
